case,time,production_target,inlet_flow_rate
0,0.0,0.42242363,11.072626197708304
0,0.1,0.42021793,10.895925791029917
0,0.2,0.41794926,10.595232546076183
0,0.3,0.41565835,10.329534905511512
0,0.4,0.41338748,10.107058639036534
0,0.5,0.41117984,9.93166373555781
0,0.6,0.40907735,9.805763061473732
0,0.7,0.40712053,9.731338883744158
0,0.8,0.40534684,9.708625496209741
0,0.9,0.40378976,9.736685594316935
0,1.0,0.40247768,9.813258766719306
0,1.1,0.40143326,9.935143099679737
0,1.2,0.40067267,10.098088963078807
0,1.3,0.40020528,10.297149035865251
0,1.4,0.40003312,10.526447465113968
0,1.5,0.40015063,10.779370533079222
0,1.6,0.40054506,11.049072245575994
0,1.7,0.40119636,11.328015512846441
0,1.8,0.4020781,11.608775404052375
0,1.9,0.4031572,11.883032810071436
0,2.0,0.40439588,12.143422251381379
0,2.1,0.40575153,12.381839696840835
0,2.2,0.4071782,12.590817584249933
0,2.3,0.40862793,12.763544236356392
0,2.4,0.41005176,12.893719139652903
0,2.5,0.41140112,12.976031165797542
0,2.6,0.41262874,13.005966400708692
0,2.7,0.4136909,12.981189457491743
0,2.8,0.41454765,12.90005024707845
0,2.9,0.41516468,12.763185467807988
0,3.0,0.41551414,12.572865517315803
0,3.1,0.4155757,12.33333505008376
0,3.2,0.41533726,12.050631925695154
0,3.3,0.41479567,11.73263485514647
0,3.4,0.41395694,11.388614637022993
0,3.5,0.4128368,11.02944617087061
0,3.6,0.4114601,10.666487386018103
0,3.7,0.409861,10.312067715599603
0,3.8,0.40808222,9.978516262022179
0,3.9,0.40617424,9.67790123999548
0,4.0,0.40419438,9.42175652274872
0,4.1,0.40220562,9.220717127652776
0,4.2,0.40027532,9.084321602597795
0,4.3,0.3984735,9.020575413696948
0,4.4,0.39687145,9.036204949545551
0,4.5,0.39553997,9.136372716265837
0,4.6,0.39454764,9.324745238061052
0,4.7,0.3939594,9.603811682347063
0,4.8,0.39383444,9.974377783949759
0,4.9,0.3942253,10.436616975286634
0,5.0,0.39517623,10.989504230564169
0,5.1,0.39672184,11.631037844516255
0,5.2,0.39888674,12.359018336785967
0,5.3,0.40168422,13.170192094089362
0,5.4,0.40511635,14.0612663610856
0,5.5,0.40917373,15.028472979662546
0,5.6,0.41383535,16.067427455355183
0,5.7,0.41906944,17.173711463341988
0,5.8,0.42483425,18.34257018818315
0,5.9,0.4310787,19.568518207103523
0,6.0,0.43774378,20.845704118865953
0,6.1,0.4447643,22.167936485436837
0,6.2,0.45206982,23.527922622883175
0,6.3,0.4595872,24.918297112116512
0,6.4,0.46724156,26.330527649743267
0,6.5,0.47495884,27.756045603715975
0,6.6,0.482667,29.185558283395046
0,6.7,0.49029812,30.60985323310536
0,6.8,0.49778947,32.01957808419953
0,6.9,0.5050856,33.40636721763023
0,7.0,0.5121386,34.762137364504945
0,7.1,0.51890975,36.080659016070996
0,7.2,0.52536976,37.357183297658324
0,7.3,0.5314989,38.588812517555255
0,7.4,0.5372875,39.77536984403738
0,7.5,0.54273504,40.91855571515687
0,7.6,0.54784995,42.022740691162944
0,7.7,0.55264854,43.09429689876589
0,7.8,0.55715376,44.141274540505094
0,7.9,0.5613942,45.17340573440539
0,8.0,0.5654022,46.20080863483799
0,8.1,0.56921244,47.23393507676526
0,8.2,0.5728605,48.28299267556818
0,8.3,0.5763808,49.35666194264692
0,8.4,0.5798056,50.46247748385105
0,8.5,0.5831631,51.605327398583405
0,8.6,0.58647656,52.787782460356595
0,8.7,0.58976316,54.00935476267234
0,8.8,0.5930334,55.26640367881308
0,8.9,0.5962903,56.55161194049948
0,9.0,0.5995298,57.85479597344131
0,9.1,0.6027406,59.16218491889746
0,9.2,0.6059042,60.45654672821205
0,9.3,0.6089965,61.71867504055959
0,9.4,0.61198777,62.926147568327764
0,9.5,0.6148442,64.05497003071623
0,9.6,0.61752915,65.08017697784001
0,9.7,0.6200045,65.97663906630181
0,9.8,0.6222316,66.71977111531463
0,9.9,0.62417287,67.28726714388456
0,10.0,0.62579334,67.6415112210349
1,0.0,0.48669702,25.797768084743986
1,0.1,0.48948276,25.722930234594692
1,0.2,0.4925454,26.558777942850824
1,0.3,0.4958623,27.47350916510519
1,0.4,0.49940532,28.420259127225307
1,0.5,0.50314105,29.394594052693037
1,0.6,0.5070307,30.386492088315965
1,0.7,0.51103085,31.383967520313654
1,0.8,0.5150938,32.373315509392825
1,0.9,0.51916814,33.33926515120681
1,1.0,0.52320015,34.26588117409881
1,1.1,0.5271345,35.13613196508819
1,1.2,0.53091574,35.93293669097244
1,1.3,0.5344891,36.638996005786915
1,1.4,0.5378025,37.238645936211554
1,1.5,0.5408074,37.71741300116391
1,1.6,0.54346,38.06303035384641
